order_purchase_timestamp,observed,trend,seasonal,resid
2016-12-07,0.0,0.0,1866.4200641691205,-1866.4200641691205
2016-12-08,0.0,0.0,880.4085317015885,-880.4085317015885
2016-12-09,0.0,0.0,176.7240122210692,-176.7240122210692
2016-12-10,0.0,0.0,-4720.841792973737,4720.841792973737
2016-12-11,0.0,0.0,-3776.4814812854247,3776.4814812854247
2016-12-12,0.0,0.0,3070.6555624414905,-3070.6555624414905
2016-12-13,0.0,0.0,2503.115103725894,-2503.115103725894
2016-12-14,0.0,0.0,1866.4200641691205,-1866.4200641691205
2016-12-15,0.0,0.0,880.4085317015885,-880.4085317015885
2016-12-16,0.0,0.0,176.7240122210692,-176.7240122210692
2016-12-17,0.0,0.0,-4720.841792973737,4720.841792973737
2016-12-18,0.0,0.0,-3776.4814812854247,3776.4814812854247
2016-12-19,0.0,0.0,3070.6555624414905,-3070.6555624414905
2016-12-20,0.0,2.802857142857143,2503.115103725894,-2505.9179608687514
2016-12-21,0.0,2.802857142857143,1866.4200641691205,-1869.2229213119776
2016-12-22,0.0,2.802857142857143,880.4085317015885,-883.2113888444457
2016-12-23,19.62,2.802857142857143,176.7240122210692,-159.90686936392632
2016-12-24,0.0,2.802857142857143,-4720.841792973737,4718.03893583088
2016-12-25,0.0,2.802857142857143,-3776.4814812854247,3773.6786241425675
2016-12-26,0.0,2.802857142857143,3070.6555624414905,-3073.4584195843477
2016-12-27,0.0,0.0,2503.115103725894,-2503.115103725894
2016-12-28,0.0,0.0,1866.4200641691205,-1866.4200641691205
2016-12-29,0.0,0.0,880.4085317015885,-880.4085317015885
2016-12-30,0.0,0.0,176.7240122210692,-176.7240122210692
2016-12-31,0.0,0.0,-4720.841792973737,4720.841792973737
2017-01-01,0.0,0.0,-3776.4814812854247,3776.4814812854247
2017-01-02,0.0,101.03857142857142,3070.6555624414905,-3171.6941338700617
2017-01-03,0.0,242.22142857142853,2503.115103725894,-2745.3365322973227
2017-01-04,0.0,449.0771428571428,1866.4200641691205,-2315.4972070262634
2017-01-05,707.27,564.7385714285714,880.4085317015885,-737.8771031301599
2017-01-06,988.28,675.3828571428571,176.7240122210692,136.17313063607367
2017-01-07,1447.99,899.8357142857143,-4720.841792973737,5268.996078688023
2017-01-08,809.63,1337.3114285714287,-3776.4814812854247,3248.800052713996
2017-01-09,774.51,1593.7999999999997,3070.6555624414905,-3889.9455624414904
2017-01-10,1571.17,1867.47,2503.115103725894,-2799.4151037258944
2017-01-11,3062.33,1875.9514285714286,1866.4200641691205,-680.0414927405491
2017-01-12,2502.69,2124.767142857143,880.4085317015885,-502.4856745587314
2017-01-13,2903.9700000000003,2544.442857142857,176.7240122210692,182.803130636074
2017-01-14,1507.36,2876.2200000000003,-4720.841792973737,3351.9817929737364
2017-01-15,2551.34,3107.7985714285714,-3776.4814812854247,3220.0229098568534
2017-01-16,3712.2400000000002,3341.722857142857,3070.6555624414905,-2700.138419584347
2017-01-17,3893.61,3598.022857142857,2503.115103725894,-2207.527960868751
2017-01-18,4683.38,3824.7942857142857,1866.4200641691205,-1007.834349883406
2017-01-19,4140.16,4071.7771428571427,880.4085317015885,-812.0256745587313
2017-01-20,4698.07,4620.584285714285,176.7240122210692,-99.2382979353547
2017-01-21,3094.76,5034.9971428571425,-4720.841792973737,2780.6046501165947
2017-01-22,4280.22,5856.558571428572,-3776.4814812854247,2200.1429098568533
2017-01-23,7553.889999999999,7435.387142857143,3070.6555624414905,-2952.152705298634
2017-01-24,6794.5,8607.681428571428,2503.115103725894,-4316.296532297322
2017-01-25,10434.31,9009.855714285712,1866.4200641691205,-441.9657784548326
2017-01-26,15191.96,9421.347142857141,880.4085317015885,4890.204325441269
2017-01-27,12904.13,10083.34857142857,176.7240122210692,2644.0574163503593
2017-01-28,5909.98,10972.952857142856,-4720.841792973737,-342.1310641691198
2017-01-29,7160.66,10955.335714285713,-3776.4814812854247,-18.194233000288477
2017-01-30,12187.9,10310.275714285714,3070.6555624414905,-1193.0312767272044
2017-01-31,13021.73,10129.57,2503.115103725894,389.04489627410567
2017-02-01,10310.99,11534.882857142857,1866.4200641691205,-3090.3129213119773
2017-02-02,10676.54,11962.394285714285,880.4085317015885,-2166.262817415872
2017-02-03,11639.19,11882.122857142856,176.7240122210692,-419.6568693639251
2017-02-04,15747.17,12397.191428571428,-4720.841792973737,8070.820364402309
2017-02-05,10153.24,12967.045714285716,-3776.4814812854247,962.6757669997087
2017-02-06,11626.0,12990.992857142857,3070.6555624414905,-4435.648419584348
2017-02-07,16627.21,13567.407142857142,2503.115103725894,556.6877534169626
2017-02-08,14299.97,12124.721428571429,1866.4200641691205,308.8285072594499
2017-02-09,10844.17,13057.442857142856,880.4085317015885,-3093.6813888444444
2017-02-10,15674.09,13266.884285714284,176.7240122210692,2230.4817020646465
2017-02-11,5648.37,13078.579999999998,-4720.841792973737,-2709.368207026261
2017-02-12,16682.29,12225.212857142857,-3776.4814812854247,8233.55862414257
2017-02-13,13092.09,11790.862857142856,3070.6555624414905,-1769.4284195843466
2017-02-14,15309.08,10707.931428571428,2503.115103725894,2098.0334677026776
2017-02-15,8326.4,11230.778571428571,1866.4200641691205,-4770.798635597692
2017-02-16,7803.719999999999,9487.258571428569,880.4085317015885,-2563.9471031301578
2017-02-17,8093.57,8925.145714285713,176.7240122210692,-1008.299726506782
2017-02-18,9308.3,8071.485714285714,-4720.841792973737,5957.656078688023
2017-02-19,4477.65,8223.91,-3776.4814812854247,30.22148128542449
2017-02-20,9157.3,8333.644285714285,3070.6555624414905,-2246.999848155776
2017-02-21,9333.46,8317.849999999999,2503.115103725894,-1487.5051037258936
2017-02-22,9393.369999999999,7720.404285714286,1866.4200641691205,-193.4543498834073
2017-02-23,8571.86,8021.24,880.4085317015885,-329.78853170158766
2017-02-24,7983.01,7689.7357142857145,176.7240122210692,116.55027349321654
2017-02-25,5126.18,8153.887142857144,-4720.841792973737,1693.1346501165935
2017-02-26,6583.5,9515.287142857143,-3776.4814812854247,844.6943384282813
2017-02-27,6836.77,10168.787142857143,3070.6555624414905,-6402.672705298633
2017-02-28,12582.52,11050.458571428571,2503.115103725894,-971.053675154465
2017-03-01,18923.170000000002,12537.245714285713,1866.4200641691205,4519.504221545169
2017-03-02,13146.36,12852.33714285714,880.4085317015885,-586.3856745587287
2017-03-03,14154.71,13806.387142857142,176.7240122210692,171.598844921788
2017-03-04,15533.69,13988.222857142855,-4720.841792973737,6266.308935830883
2017-03-05,8789.14,13680.57857142857,-3776.4814812854247,-1114.9570901431462
2017-03-06,13515.12,13778.002857142857,3070.6555624414905,-3333.538419584347
2017-03-07,13855.369999999999,13830.032857142856,2503.115103725894,-2477.7779608687515
2017-03-08,16769.66,13397.215714285714,1866.4200641691205,1506.0242215451653
2017-03-09,13828.33,13263.507142857143,880.4085317015885,-315.5856745587313
2017-03-10,14518.92,14090.784285714286,176.7240122210692,251.41170206464494
2017-03-11,12503.97,14474.72857142857,-4720.841792973737,2750.0832215451665
2017-03-12,7853.18,14559.764285714284,-3776.4814812854247,-2930.1028044288587
2017-03-13,19306.06,14963.391428571429,3070.6555624414905,1272.0130089870818
2017-03-14,16542.98,14833.728571428572,2503.115103725894,-793.8636751544664
2017-03-15,17364.91,15610.742857142857,1866.4200641691205,-112.25292131197784
2017-03-16,16653.72,15592.871428571429,880.4085317015885,180.44003972698408
2017-03-17,13611.279999999999,15694.13857142857,176.7240122210692,-2259.58258364964
2017-03-18,17943.07,15464.785714285714,-4720.841792973737,7199.126078688023
2017-03-19,7728.08,15325.532857142856,-3776.4814812854247,-3820.9713758574317
2017-03-20,20014.93,16219.768571428569,3070.6555624414905,724.5058661299408
2017-03-21,14937.51,16187.715714285712,2503.115103725894,-3753.320818011606
2017-03-22,16390.14,15231.811428571427,1866.4200641691205,-708.0914927405483
2017-03-23,22913.37,15219.517142857141,880.4085317015885,6813.444325441269
2017-03-24,13386.91,15295.854285714286,176.7240122210692,-2085.668297935355
2017-03-25,11251.74,15281.721428571425,-4720.841792973737,690.8603644023115
2017-03-26,7642.02,14398.717142857142,-3776.4814812854247,-2980.2156615717167
2017-03-27,20549.29,12758.95,3070.6555624414905,4719.68443755851
2017-03-28,14838.58,12811.288571428571,2503.115103725894,-475.8236751544655
2017-03-29,10209.11,14143.137142857142,1866.4200641691205,-5800.447207026262
2017-03-30,11435.0,14566.937142857143,880.4085317015885,-4012.3456745587314
2017-03-31,13753.28,13170.881428571427,176.7240122210692,405.67455920750444
2017-04-01,20574.68,13072.939999999999,-4720.841792973737,12222.581792973739
2017-04-02,10608.62,14582.28857142857,-3776.4814812854247,-197.1870901431439
2017-04-03,10776.9,16786.371428571427,3070.6555624414905,-9080.126991012918
2017-04-04,14152.99,16970.72,2503.115103725894,-5320.845103725896
2017-04-05,20774.55,15501.585714285713,1866.4200641691205,3406.544221545166
2017-04-06,26863.58,15370.27,880.4085317015885,10612.901468298413
2017-04-07,15043.72,15758.155714285713,176.7240122210692,-891.1597265067826
2017-04-08,10290.74,15147.455714285714,-4720.841792973737,-135.87392131197703
2017-04-09,9689.41,13523.654285714285,-3776.4814812854247,-57.76280442886036
2017-04-10,13492.1,11288.301428571429,3070.6555624414905,-866.856991012919
2017-04-11,9878.09,10641.47,2503.115103725894,-3266.4951037258934
2017-04-12,9407.94,10513.015714285713,1866.4200641691205,-2971.4957784548333
2017-04-13,11216.11,10061.987142857142,880.4085317015885,273.7143254412698
2017-04-14,10515.9,9672.482857142855,176.7240122210692,666.6931306360752
2017-04-15,9391.56,11609.021428571428,-4720.841792973737,2503.3803644023083
2017-04-16,6532.21,12256.637142857142,-3776.4814812854247,-1947.9456615717172
2017-04-17,10765.57,12948.050000000001,3070.6555624414905,-5253.135562441492
2017-04-18,23433.86,12897.57857142857,2503.115103725894,8033.166324845536
2017-04-19,13941.25,13699.507142857143,1866.4200641691205,-1624.6772070262632
2017-04-20,16056.0,14457.75,880.4085317015885,717.8414682984115
2017-04-21,10162.6,15450.035714285714,176.7240122210692,-5464.159726506783
2017-04-22,15005.06,14556.105714285713,-4720.841792973737,5169.796078688023
2017-04-23,11839.91,15235.368571428571,-3776.4814812854247,381.0229098568534
2017-04-24,17711.57,14720.954285714284,3070.6555624414905,-80.03984815577496
2017-04-25,17176.35,15849.624285714284,2503.115103725894,-1176.38938944018
2017-04-26,18696.09,15682.512857142854,1866.4200641691205,1147.1570786880256
2017-04-27,12455.1,15339.239999999998,880.4085317015885,-3764.548531701586
2017-04-28,18063.29,14933.254285714285,176.7240122210692,2953.3117020646464
2017-04-29,13835.28,15432.787142857142,-4720.841792973737,3123.334650116596
2017-04-30,9437.0,14503.68,-3776.4814812854247,-1290.1985187145756
2017-05-01,14869.67,14996.054285714286,3070.6555624414905,-3197.039848155777
2017-05-02,20673.08,14784.81,2503.115103725894,3385.154896274108
2017-05-03,12192.34,15555.134285714284,1866.4200641691205,-5229.214349883405
2017-05-04,15901.72,17130.98857142857,880.4085317015885,-2109.677103130159
2017-05-05,16584.579999999998,17748.847142857143,176.7240122210692,-1340.991155078214
2017-05-06,19227.55,18259.12857142857,-4720.841792973737,5689.263221545167
2017-05-07,20467.98,19862.851428571426,-3776.4814812854247,4381.610052713998
2017-05-08,19194.68,20620.32571428571,3070.6555624414905,-4496.301276727201
2017-05-09,24245.05,20438.879999999997,2503.115103725894,1303.0548962741077
2017-05-10,23418.4,19217.18285714286,1866.4200641691205,2334.7970786880214
2017-05-11,21204.04,18800.59,880.4085317015885,1523.0414682984124
2017-05-12,15314.460000000001,19188.065714285713,176.7240122210692,-4050.329726506781
2017-05-13,10675.67,19229.568571428572,-4720.841792973737,-3833.056778454835
2017-05-14,17551.83,18940.70142857143,-3776.4814812854247,2387.610052713998
2017-05-15,21907.01,18891.80857142857,3070.6555624414905,-55.45413387006192
2017-05-16,24535.57,19779.04142857143,2503.115103725894,2253.413467702677
2017-05-17,21396.33,20020.255714285715,1866.4200641691205,-490.34577845483363
2017-05-18,20861.79,20422.64142857143,880.4085317015885,-441.25996027301846
2017-05-19,21525.09,21422.582857142854,176.7240122210692,-74.2168693639228
2017-05-20,12364.17,20863.568571428572,-4720.841792973737,-3778.556778454835
2017-05-21,20368.53,21662.942857142854,-3776.4814812854247,2482.068624142569
2017-05-22,28906.6,21314.209999999995,3070.6555624414905,4521.734437558513
2017-05-23,20622.47,20050.699999999997,2503.115103725894,-1931.34510372589
2017-05-24,26991.95,20617.752857142852,1866.4200641691205,4507.777078688028
2017-05-25,18420.66,19296.635714285716,880.4085317015885,-1756.3842459873044
2017-05-26,12680.52,18342.134285714288,176.7240122210692,-5838.338297935357
2017-05-27,16333.54,17835.26142857143,-4720.841792973737,3219.120364402308
2017-05-28,11120.71,17416.894285714283,-3776.4814812854247,-2519.702804428859
2017-05-29,22225.09,17896.99714285714,3070.6555624414905,1257.437294701369
2017-05-30,17074.36,19195.405714285713,2503.115103725894,-4624.160818011606
2017-05-31,24063.38,18614.248571428572,1866.4200641691205,3582.7113644023084
2017-06-01,21781.38,19315.502857142856,880.4085317015885,1585.468611155557
2017-06-02,21769.38,20054.852857142854,176.7240122210692,1537.8031306360776
2017-06-03,12265.44,20119.242857142857,-4720.841792973737,-3132.9610641691197
2017-06-04,16029.49,18977.705714285716,-3776.4814812854247,828.2657669997088
2017-06-05,27400.54,19024.120000000003,3070.6555624414905,5305.764437558508
2017-06-06,17525.09,18591.141428571427,2503.115103725894,-3569.1665322973213
2017-06-07,16072.62,18252.09285714286,1866.4200641691205,-4045.892921311979
2017-06-08,22106.28,18726.242857142857,880.4085317015885,2499.6286111555532
2017-06-09,18738.53,17296.051428571427,176.7240122210692,1265.7545592075026
2017-06-10,9892.1,17206.022857142856,-4720.841792973737,-2593.0810641691187
2017-06-11,19348.54,18275.579999999998,-3776.4814812854247,4849.4414812854275
2017-06-12,17389.2,17275.434285714284,3070.6555624414905,-2956.8898481557735
2017-06-13,16894.89,16709.6,2503.115103725894,-2317.8251037258933
2017-06-14,23559.52,17163.608571428573,1866.4200641691205,4529.491364402307
2017-06-15,15105.26,17218.629999999997,880.4085317015885,-2993.7785317015855
2017-06-16,14777.69,18439.235714285714,176.7240122210692,-3838.269726506783
2017-06-17,13070.16,18119.94,-4720.841792973737,-328.9382070262618
2017-06-18,19733.69,15793.594285714285,-3776.4814812854247,7716.577195571138
2017-06-19,25933.44,15151.277142857141,3070.6555624414905,7711.507294701367
2017-06-20,14659.82,15282.821428571428,2503.115103725894,-3126.116532297322
2017-06-21,7275.1,14846.184285714284,1866.4200641691205,-9437.504349883404
2017-06-22,10609.039999999999,14989.134285714284,880.4085317015885,-5260.502817415874
2017-06-23,15698.5,13455.831428571426,176.7240122210692,2065.944559207505
2017-06-24,10013.7,14173.01857142857,-4720.841792973737,561.523221545167
2017-06-25,20734.34,15573.844285714285,-3776.4814812854247,8936.97719557114
2017-06-26,15200.32,16157.49142857143,3070.6555624414905,-4027.82699101292
2017-06-27,19680.13,16234.382857142857,2503.115103725894,942.6320391312502
2017-06-28,17080.88,16823.711428571427,1866.4200641691205,-1609.2514927405464
2017-06-29,14694.57,15862.001428571428,880.4085317015885,-2047.8399602730165
2017-06-30,16236.74,16451.695714285714,176.7240122210692,-391.679726506783
2017-07-01,14139.0,16227.048571428571,-4720.841792973737,2632.7932215451656
2017-07-02,14002.37,17310.434285714284,-3776.4814812854247,468.41719557114175
2017-07-03,19328.18,19004.934285714284,3070.6555624414905,-2747.409848155774
2017-07-04,18107.6,19067.792857142857,2503.115103725894,-3463.307960868752
2017-07-05,24664.58,18762.414285714283,1866.4200641691205,4035.745650116598
2017-07-06,26556.07,18290.809999999998,880.4085317015885,7384.851468298413
2017-07-07,16676.75,18481.327142857142,176.7240122210692,-1981.3011550782117
2017-07-08,12001.35,19460.902857142857,-4720.841792973737,-2738.7110641691197
2017-07-09,10701.14,19186.07714285714,-3776.4814812854247,-4708.455661571715
2017-07-10,20661.8,17961.88857142857,3070.6555624414905,-370.7441338700628
2017-07-11,24964.63,18698.532857142854,2503.115103725894,3762.9820391312523
2017-07-12,22740.8,18859.489999999998,1866.4200641691205,2014.8899358308809
2017-07-13,17986.75,19637.931428571428,880.4085317015885,-2531.5899602730165
2017-07-14,21833.26,20371.894285714283,176.7240122210692,1284.6417020646463
2017-07-15,13128.05,21441.359999999997,-4720.841792973737,-3592.4682070262606
2017-07-16,16150.23,21108.63857142857,-3776.4814812854247,-1181.9270901431473
2017-07-17,25799.54,21755.93714285714,3070.6555624414905,972.947294701371
2017-07-18,32450.89,20904.155714285716,2503.115103725894,9043.61918198839
2017-07-19,20411.75,20931.36857142857,1866.4200641691205,-2386.0386355976916
2017-07-20,22517.84,20633.739999999998,880.4085317015885,1003.6914682984137
2017-07-21,15870.79,20226.664285714283,176.7240122210692,-4532.598297935352
2017-07-22,13318.54,18574.35142857143,-4720.841792973737,-534.9696355976921
2017-07-23,14066.83,17666.07857142857,-3776.4814812854247,177.23290985685435
2017-07-24,22950.01,17155.79,3070.6555624414905,2723.564437558507
2017-07-25,20884.7,18213.719999999998,2503.115103725894,167.86489627410901
2017-07-26,14053.84,18935.629999999997,1866.4200641691205,-6748.210064169118
2017-07-27,18945.82,19117.752857142856,880.4085317015885,-1052.3413888444443
2017-07-28,23276.3,18764.88142857143,176.7240122210692,4334.694559207501
2017-07-29,18371.91,19412.404285714285,-4720.841792973737,3680.347507259452
2017-07-30,15341.69,20503.321428571428,-3776.4814812854247,-1385.1499472860023
2017-07-31,20479.91,20993.997142857144,3070.6555624414905,-3584.742705298635
2017-08-01,25417.36,20770.60142857143,2503.115103725894,2143.6434677026764
2017-08-02,21690.26,20212.591428571428,1866.4200641691205,-388.75149274055
2017-08-03,22380.55,20452.83428571428,880.4085317015885,1047.3071825841294
2017-08-04,21712.53,21331.324285714283,176.7240122210692,204.48170206464647
2017-08-05,14465.84,20777.577142857142,-4720.841792973737,-1590.8953498834053
2017-08-06,17023.39,21138.167142857143,-3776.4814812854247,-338.2956615717185
2017-08-07,26629.34,21311.52,3070.6555624414905,2247.1644375585092
2017-08-08,21541.13,21585.031428571427,2503.115103725894,-2547.01653229732
2017-08-09,24214.39,21835.781428571427,1866.4200641691205,512.1885072594523
2017-08-10,23594.02,21679.38,880.4085317015885,1034.231468298411
2017-08-11,23627.11,21051.205714285712,176.7240122210692,2399.1802734932194
2017-08-12,16221.09,21972.764285714282,-4720.841792973737,-1030.8324927405447
2017-08-13,15928.58,22570.51,-3776.4814812854247,-2865.4485187145738
2017-08-14,22232.12,22326.37714285714,3070.6555624414905,-3164.912705298633
2017-08-15,27992.04,21828.749999999996,2503.115103725894,3660.1748962741103
2017-08-16,28398.61,21679.01142857143,1866.4200641691205,4853.17850725945
2017-08-17,21885.09,21556.887142857144,880.4085317015885,-552.2056745587321
2017-08-18,20143.72,22097.972857142857,176.7240122210692,-2130.976869363925
2017-08-19,15172.92,20949.888571428568,-4720.841792973737,-1056.1267784548309
2017-08-20,15073.71,19577.18714285714,-3776.4814812854247,-726.9956615717156
2017-08-21,26019.72,18793.421428571426,3070.6555624414905,4155.643008987085
2017-08-22,19955.45,18401.992857142854,2503.115103725894,-949.6579608687471
2017-08-23,18789.7,17956.525714285715,1866.4200641691205,-1033.245778454835
2017-08-24,16398.73,18135.58714285714,880.4085317015885,-2617.2656745587296
2017-08-25,17403.72,18089.425714285713,176.7240122210692,-862.4297265067812
2017-08-26,12054.65,20528.032857142854,-4720.841792973737,-3752.541064169118
2017-08-27,16327.14,22910.399999999998,-3776.4814812854247,-2806.7785187145737
2017-08-28,25696.59,23984.131428571425,3070.6555624414905,-1358.1969910129155
2017-08-29,37025.7,26138.638571428564,2503.115103725894,8383.94632484554
2017-08-30,35466.27,27342.142857142855,1866.4200641691205,6257.707078688021
2017-08-31,23914.85,29431.234285714287,880.4085317015885,-6396.792817415877
2017-09-01,32485.27,29863.04142857143,176.7240122210692,2445.5045592075026
2017-09-02,20479.18,28138.609999999997,-4720.841792973737,-2938.5882070262596
2017-09-03,30950.78,27189.404285714285,-3776.4814812854247,7537.857195571139
2017-09-04,28719.24,26819.97714285714,3070.6555624414905,-1171.3927052986292
2017-09-05,24954.68,24291.949999999997,2503.115103725894,-1840.385103725891
2017-09-06,28821.83,23892.241428571426,1866.4200641691205,3063.1685072594555
2017-09-07,21328.86,22467.644285714283,880.4085317015885,-2019.1928174158706
2017-09-08,14789.08,22236.88,176.7240122210692,-7624.524012221071
2017-09-09,17681.22,23355.491428571426,-4720.841792973737,-953.4296355976876
2017-09-10,20978.6,23817.282857142854,-3776.4814812854247,937.7986241425688
2017-09-11,27103.89,24556.37571428571,3070.6555624414905,-523.1412767272013
2017-09-12,32784.96,25523.17285714285,2503.115103725894,4758.672039131255
2017-09-13,32054.37,26431.614285714284,1866.4200641691205,3756.3356501165945
2017-09-14,26502.51,26698.731428571424,880.4085317015885,-1076.6299602730137
2017-09-15,21556.66,27474.637142857136,176.7240122210692,-6094.701155078206
2017-09-16,24040.31,26145.165714285715,-4720.841792973737,2615.9860786880236
2017-09-17,22848.42,25304.55285714286,-3776.4814812854247,1320.3486241425644
2017-09-18,32535.23,24726.792857142853,3070.6555624414905,4737.781580415656
2017-09-19,23478.66,24390.16285714286,2503.115103725894,-3414.6179608687535
2017-09-20,26170.08,22752.237142857142,1866.4200641691205,1551.422792973739
2017-09-21,22458.19,21756.75714285714,880.4085317015885,-178.97567455872888
